"","ligand","receptor","species","celltype_sender","celltype_receiver","lr_co_exp_num","lr_co_ratio","lr_co_ratio_pvalue","score"
"182","INHBA","SMAD3","Human","TDuct_epithelium","TCancer_region",4,0.0285714285714286,0.09,0.742708978531734
"220","LAMA5","SDC1","Human","TDuct_epithelium","TCancer_region",10,0.0714285714285714,0.073,0.702285088310587
"228","JAG1","NOTCH3","Human","TDuct_epithelium","TCancer_region",13,0.0928571428571429,0.034,0.935561101711854
"390","FGF7","FGFR3","Human","TDuct_epithelium","TCancer_region",5,0.0357142857142857,0,0.709665369373703
"560","GNAI2","EDNRA","Human","TDuct_epithelium","TCancer_region",12,0.0857142857142857,0.003,0.721941323917298
"688","ADAM12","SDC4","Human","TDuct_epithelium","TCancer_region",10,0.0714285714285714,0.003,0.713541420095778
"786","ADAM9","ITGA3","Human","TDuct_epithelium","TCancer_region",11,0.0785714285714286,0.001,0.717742430753316
"820","LAMA5","ITGB4","Human","TDuct_epithelium","TCancer_region",12,0.0857142857142857,0.014,0.716529798689628
"1011","SLIT2","GPC1","Human","TDuct_epithelium","TCancer_region",6,0.0428571428571429,0,0.711971718465103
"1185","FGB","ITGA5","Human","TDuct_epithelium","TCancer_region",12,0.0857142857142857,0,0.716569423460673
"1400","SLIT2","SDC1","Human","TDuct_epithelium","TCancer_region",7,0.05,0.001,0.729048337818626
"13","ICAM3","ITGB2","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.042,0.926197393579608
"34","EFNB1","EPHB4","Human","TDuct_epithelium","TPancreatic_tissue",5,0.0704225352112676,0.022,0.744489545497608
"36","EFNB1","EPHB3","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.033,0.701479271264863
"37","EFNB1","EPHB2","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0,0.755656394081213
"49","MADCAM1","CD44","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.056,0.879608322544176
"51","MIF","CXCR4","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.013,0.864187246582048
"52","MIF","CD44","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.082,0.867410496652567
"65","MMP2","FGFR1","Human","TDuct_epithelium","TPancreatic_tissue",9,0.126760563380282,0.048,0.971593011204891
"70","PLAT","ITGB2","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0,0.94628248124695
"81","TGFB1","SMAD3","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.022,0.873594373176731
"84","TGFB1","ITGB6","Human","TDuct_epithelium","TPancreatic_tissue",5,0.0704225352112676,0.058,0.807343293878883
"85","TGFB1","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",9,0.126760563380282,0.001,0.902217713820061
"87","TGFB1","SDC2","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0,0.867661725532209
"89","TGFB1","CXCR4","Human","TDuct_epithelium","TPancreatic_tissue",5,0.0704225352112676,0.006,0.867246326047384
"90","TGFB1","ITGB5","Human","TDuct_epithelium","TPancreatic_tissue",11,0.154929577464789,0.002,0.814043811170653
"100","LAMB1","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.095,0.858722604421606
"101","LAMB1","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.049,0.876716403956962
"102","LAMB1","ITGA6","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.063,0.695444383123245
"106","SERPINE1","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",5,0.0704225352112676,0.007,0.899504270941625
"107","SERPINE1","ITGB5","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.085,0.779458603892895
"113","COL1A1","ITGA5","Human","TDuct_epithelium","TPancreatic_tissue",18,0.253521126760563,0.027,0.831352487043719
"116","COL1A1","ITGA1","Human","TDuct_epithelium","TPancreatic_tissue",9,0.126760563380282,0.022,0.707913133328725
"117","COL1A1","CD44","Human","TDuct_epithelium","TPancreatic_tissue",16,0.225352112676056,0.001,0.904869764418728
"118","COL1A1","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",21,0.295774647887324,0,0.902669161290804
"119","COL1A1","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",10,0.140845070422535,0.025,0.887710142561269
"122","COL1A1","ITGA2","Human","TDuct_epithelium","TPancreatic_tissue",12,0.169014084507042,0.005,0.888363325255111
"130","VTN","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.002,0.901766040343033
"131","VTN","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.006,0.89631789313946
"140","SELPLG","ITGB2","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.008,0.942489750628815
"155","TFPI","SDC4","Human","TDuct_epithelium","TPancreatic_tissue",7,0.0985915492957746,0,0.837416215148633
"163","FGF23","FGFR4","Human","TDuct_epithelium","TPancreatic_tissue",7,0.0985915492957746,0,0.997414057643459
"164","FGF23","FGFR1","Human","TDuct_epithelium","TPancreatic_tissue",9,0.126760563380282,0,0.995785752106815
"165","FGF23","FGFR3","Human","TDuct_epithelium","TPancreatic_tissue",13,0.183098591549296,0,0.997715736172571
"166","TGFB3","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.025,0.887710142561269
"196","BMP4","BMPR2","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.032,0.76647191723141
"205","C3","ITGAX","Human","TDuct_epithelium","TPancreatic_tissue",10,0.140845070422535,0.024,0.925294838362781
"206","C3","ADRA2A","Human","TDuct_epithelium","TPancreatic_tissue",19,0.267605633802817,0,0.840011237112443
"207","C3","ITGB2","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.097,0.899217344409204
"221","LAMA5","ITGA6","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.01,0.71484223775968
"2281","JAG1","NOTCH3","Human","TDuct_epithelium","TPancreatic_tissue",7,0.0985915492957746,0.073,0.954001398906162
"241","LAMC1","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.051,0.879349886219032
"243","LAMC1","ITGA2","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.031,0.876679738072373
"244","IL1RN","IL1R1","Human","TDuct_epithelium","TPancreatic_tissue",10,0.140845070422535,0,0.831260003205635
"253","MMP7","CD44","Human","TDuct_epithelium","TPancreatic_tissue",7,0.0985915492957746,0.017,0.89759431157281
"254","MMP7","SDC1","Human","TDuct_epithelium","TPancreatic_tissue",14,0.197183098591549,0.047,0.920099815422099
"258","THBS1","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.083,0.860901653478544
"261","THBS1","ITGA6","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.034,0.706124323359253
"275","COL8A1","ITGA2","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.054,0.866212903480171
"286","SEMA7A","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.086,0.859492263741929
"287","SEMA7A","ITGA1","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.064,0.692545746875184
"293","LGALS3BP","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",10,0.140845070422535,0.062,0.870703506178277
"331","ICAM1","ITGAX","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.001,0.936133904883179
"334","ICAM1","ITGB2","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.007,0.942964676207269
"344","VCAN","CD44","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.051,0.881934717304105
"348","TNC","ITGA5","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.072,0.811900424206507
"349","TNC","SDC1","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.021,0.932566561523193
"356","TNC","SDC4","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.016,0.830689871561921
"358","TNC","ITGA2","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.023,0.880291204394802
"384","LUM","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",5,0.0704225352112676,0.011,0.894060730419837
"405","CALM2","INSR","Human","TDuct_epithelium","TPancreatic_tissue",5,0.0704225352112676,0.046,0.922719470081032
"409","CALM2","AQP1","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.081,0.678677241317719
"429","APP","NCSTN","Human","TDuct_epithelium","TPancreatic_tissue",11,0.154929577464789,0.003,0.729597675473059
"438","SST","SSTR2","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0,0.845207686043243
"446","CALM3","INSR","Human","TDuct_epithelium","TPancreatic_tissue",13,0.183098591549296,0,0.944703441130649
"451","CALM3","AQP1","Human","TDuct_epithelium","TPancreatic_tissue",17,0.23943661971831,0,0.707954799189896
"462","FGF19","FGFR1","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.007,0.992294381345699
"484","LIPH","LPAR2","Human","TDuct_epithelium","TPancreatic_tissue",5,0.0704225352112676,0.002,0.766548485591847
"509","FADD","TRADD","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.001,0.863814659844206
"534","FGA","ITGAX","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.024,0.925294838362781
"554","CLCF1","IL6ST","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.03,0.984885640804049
"563","GNAI2","F2R","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.004,0.804371411058868
"585","MMP1","CD44","Human","TDuct_epithelium","TPancreatic_tissue",17,0.23943661971831,0,0.905322538910119
"589","MTMR4","SMAD3","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.032,0.869116668790973
"606","FBLN1","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",10,0.140845070422535,0.006,0.89631789313946
"629","HMGB1","SDC1","Human","TDuct_epithelium","TPancreatic_tissue",10,0.140845070422535,0.044,0.921546893352287
"632","HMGB1","CXCR4","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.002,0.868989536501965
"647","ADAM15","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",9,0.126760563380282,0,0.899019007931251
"666","COL6A1","ITGA6","Human","TDuct_epithelium","TPancreatic_tissue",5,0.0704225352112676,0.015,0.713034795580888
"705","COL5A1","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.026,0.887254789803654
"706","CEL","CXCR4","Human","TDuct_epithelium","TPancreatic_tissue",10,0.140845070422535,0.001,0.869424792996325
"717","PLAU","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.085,0.859962316970253
"720","COL16A1","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",5,0.0704225352112676,0.022,0.889074801541475
"722","HSPG2","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",10,0.140845070422535,0.021,0.889529222629945
"723","HSPG2","FGFR1","Human","TDuct_epithelium","TPancreatic_tissue",19,0.267605633802817,0,0.995785752106815
"737","AGRN","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.009,0.894964278634681
"740","ZG16B","CXCR4","Human","TDuct_epithelium","TPancreatic_tissue",5,0.0704225352112676,0.004,0.86811836882783
"749","SPP1","CD44","Human","TDuct_epithelium","TPancreatic_tissue",10,0.140845070422535,0.069,0.873530700889222
"750","SPP1","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",9,0.126760563380282,0.022,0.889074801541475
"754","CXCL12","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.001,0.898569385993685
"768","S100A10","CFTR","Human","TDuct_epithelium","TPancreatic_tissue",17,0.23943661971831,0,0.868996795740593
"784","COL4A3","ITGA3","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.058,0.796514490191316
"810","RTN4","NGFR","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.026,0.707307350066835
"811","APP","NGFR","Human","TDuct_epithelium","TPancreatic_tissue",7,0.0985915492957746,0,0.716685623416343
"882","HLA-B","CANX","Human","TDuct_epithelium","TPancreatic_tissue",17,0.23943661971831,0,0.729353399112968
"901","ADM2","RAMP1","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.031,0.806785032924248
"921","CD14","RIPK1","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.032,0.890631196670812
"932","TNC","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.036,0.886272191042124
"936","SPP1","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",16,0.225352112676056,0,0.902669161290804
"938","PDGFB","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.013,0.896782617892292
"941","CALR","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",14,0.197183098591549,0.01,0.898144475347919
"943","FGA","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",8,0.112676056338028,0,0.902669161290804
"950","VEGFA","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.001,0.902217713820061
"951","ADAM15","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",16,0.225352112676056,0,0.902669161290804
"952","COL1A2","ITGAV","Human","TDuct_epithelium","TPancreatic_tissue",8,0.112676056338028,0.095,0.858722604421606
"966","PDGFB","PDGFRB","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.053,0.972700940170743
"988","SCGB3A1","NOTCH3","Human","TDuct_epithelium","TPancreatic_tissue",29,0.408450704225352,0,0.990852807974578
"989","JAG2","NOTCH3","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.007,0.987378732838422
"1007","NRG1","GPC1","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.003,0.858504996028391
"1008","APP","GPC1","Human","TDuct_epithelium","TPancreatic_tissue",17,0.23943661971831,0.01,0.855485878427116
"1010","COL18A1","GPC1","Human","TDuct_epithelium","TPancreatic_tissue",17,0.23943661971831,0.025,0.848980187978084
"1013","VEGFA","GPC1","Human","TDuct_epithelium","TPancreatic_tissue",9,0.126760563380282,0,0.859795658239497
"1016","TNC","ITGA9","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.044,0.695568386086937
"1017","VEGFC","ITGA9","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.016,0.705681021887884
"1019","SPP1","ITGA9","Human","TDuct_epithelium","TPancreatic_tissue",14,0.197183098591549,0,0.711395131543411
"1023","TGM2","ITGA9","Human","TDuct_epithelium","TPancreatic_tissue",9,0.126760563380282,0,0.711395131543411
"1024","VEGFA","ITGA9","Human","TDuct_epithelium","TPancreatic_tissue",8,0.112676056338028,0,0.711395131543411
"1026","ADAM15","ITGA9","Human","TDuct_epithelium","TPancreatic_tissue",8,0.112676056338028,0,0.711395131543411
"1027","FN1","ITGA9","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.01,0.707829218704505
"1029","VEGFB","NRP1","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.081,0.775173454854269
"1031","PGF","NRP1","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0,0.808613777151517
"1032","SEMA3E","NRP1","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.001,0.808209369135649
"1035","VEGFA","NRP1","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.041,0.791863709696734
"1052","GNAI2","IGF1R","Human","TDuct_epithelium","TPancreatic_tissue",11,0.154929577464789,0,0.931357739562592
"1057","NRG1","ERBB2","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.099,0.949129175498931
"1106","GNAI2","ADRA2A","Human","TDuct_epithelium","TPancreatic_tissue",13,0.183098591549296,0,0.840011237112443
"1107","AGT","ADRA2A","Human","TDuct_epithelium","TPancreatic_tissue",8,0.112676056338028,0,0.840011237112443
"1110","CCL5","ADRA2A","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0,0.840011237112443
"1111","SST","ADRA2A","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0,0.840011237112443
"1115","PYY","ADRA2A","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0,0.840011237112443
"1119","CCL19","ADRA2A","Human","TDuct_epithelium","TPancreatic_tissue",1,0.0140845070422535,0.098,0.797789589042506
"1120","APP","ADRA2A","Human","TDuct_epithelium","TPancreatic_tissue",10,0.140845070422535,0.001,0.839591126439949
"1121","CXCL1","ADRA2A","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.08,0.805710474176154
"1123","PPY","ADRA2A","Human","TDuct_epithelium","TPancreatic_tissue",11,0.154929577464789,0.006,0.837487411967682
"1143","COL6A1","ITGA1","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.094,0.681356872768534
"1182","SPP1","ITGA5","Human","TDuct_epithelium","TPancreatic_tissue",15,0.211267605633803,0.044,0.824057898397919
"1184","FGA","ITGA5","Human","TDuct_epithelium","TPancreatic_tissue",8,0.112676056338028,0.009,0.839007044826565
"1189","ADAM15","ITGA5","Human","TDuct_epithelium","TPancreatic_tissue",10,0.140845070422535,0.014,0.836887801621803
"1207","SPP1","ITGB5","Human","TDuct_epithelium","TPancreatic_tissue",21,0.295774647887324,0,0.814859078086218
"1208","TLN1","ITGB5","Human","TDuct_epithelium","TPancreatic_tissue",9,0.126760563380282,0.002,0.814043811170653
"1209","COL4A2","ITGB5","Human","TDuct_epithelium","TPancreatic_tissue",16,0.225352112676056,0.003,0.813635871374967
"1211","COL18A1","ITGB5","Human","TDuct_epithelium","TPancreatic_tissue",13,0.183098591549296,0.024,0.805021384516071
"1213","LTBP3","ITGB5","Human","TDuct_epithelium","TPancreatic_tissue",12,0.169014084507042,0.013,0.809545167372832
"1220","COL6A1","ITGA2","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.025,0.879389728270577
"1225","MMP1","ITGA2","Human","TDuct_epithelium","TPancreatic_tissue",15,0.211267605633803,0,0.890592596828622
"1226","HSPG2","ITGA2","Human","TDuct_epithelium","TPancreatic_tissue",10,0.140845070422535,0.036,0.874414997171832
"1229","COL1A2","ITGA2","Human","TDuct_epithelium","TPancreatic_tissue",7,0.0985915492957746,0.081,0.853762030351752
"1243","GAS6","AXL","Human","TDuct_epithelium","TPancreatic_tissue",10,0.140845070422535,0.057,0.970140161480881
"1253","HRAS","INSR","Human","TDuct_epithelium","TPancreatic_tissue",7,0.0985915492957746,0,0.944703441130649
"1254","CALM1","INSR","Human","TDuct_epithelium","TPancreatic_tissue",9,0.126760563380282,0.002,0.943758264864854
"1274","LGALS9","MRC2","Human","TDuct_epithelium","TPancreatic_tissue",10,0.140845070422535,0.001,0.880940007156869
"1275","CALM1","AQP1","Human","TDuct_epithelium","TPancreatic_tissue",9,0.126760563380282,0.059,0.686752646760055
"1303","ADM2","VIPR1","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.008,0.845761790047568
"1304","GNAS","VIPR1","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.001,0.848740582932081
"1305","PTMA","VIPR1","Human","TDuct_epithelium","TPancreatic_tissue",9,0.126760563380282,0,0.84916527176673
"1306","CALM1","VIPR1","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.012,0.844054902757734
"1374","CCL5","SDC4","Human","TDuct_epithelium","TPancreatic_tissue",9,0.126760563380282,0,0.837416215148633
"1385","VEGFA","EPHB2","Human","TDuct_epithelium","TPancreatic_tissue",3,0.0422535211267606,0.001,0.755278471379865
"1399","CCL5","SDC1","Human","TDuct_epithelium","TPancreatic_tissue",6,0.0845070422535211,0.003,0.941100647920303
"1410","VEGFC","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0,0.899019007931251
"1421","VEGFA","ITGB1","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.02,0.889983411693306
"1428","ADAM9","ITGA6","Human","TDuct_epithelium","TPancreatic_tissue",2,0.028169014084507,0.058,0.697297422334157
"1438","SEMA4D","PLXNB2","Human","TDuct_epithelium","TPancreatic_tissue",4,0.0563380281690141,0.069,0.778764921421708
"303","NID1","PTPRF","Human","TStroma","TDuct_epithelium",12,0.028169014084507,0.087,0.714026064453778
"800","ADCYAP1","SCTR","Human","TStroma","TDuct_epithelium",2,0.00469483568075117,0.035,0.743829942383084
"809","LTB","TNFRSF1A","Human","TStroma","TDuct_epithelium",30,0.0704225352112676,0.001,0.714466419440222
"1373","CXCL12","SDC4","Human","TStroma","TDuct_epithelium",19,0.0446009389671361,0,0.710158357082506
"13741","CCL5","SDC4","Human","TStroma","TDuct_epithelium",14,0.0328638497652582,0.091,0.677075569600557
"301","LAMC2","ITGA2","Human","TStroma","TCancer_region",30,0.0890207715133531,0.006,0.72579905445928
"792","LAMC2","ITGA3","Human","TStroma","TCancer_region",80,0.237388724035608,0.004,0.728778326427826
"808","TNF","TNFRSF1A","Human","TStroma","TCancer_region",6,0.0178041543026706,0.015,0.977360886322143
"825","LAMC2","ITGB4","Human","TStroma","TCancer_region",93,0.275964391691395,0.012,0.726996306604316
"1227","LAMB3","ITGA2","Human","TStroma","TCancer_region",20,0.0593471810089021,0.061,0.705433373612939
"1","SEMA3F","PLXNA3","Human","TStroma","TPancreatic_tissue",14,0.0469798657718121,0.004,0.826279013824395
"4","HEBP1","ADRA2A","Human","TStroma","TPancreatic_tissue",10,0.0335570469798658,0,0.870690341891388
"132","ICAM3","ITGB2","Human","TStroma","TPancreatic_tissue",11,0.0369127516778524,0,0.98530642748959
"25","NTN1","NEO1","Human","TStroma","TPancreatic_tissue",3,0.0100671140939597,0,0.81650376864818
"33","EFNB1","EPHB6","Human","TStroma","TPancreatic_tissue",18,0.0604026845637584,0,0.834292947105021
"341","EFNB1","EPHB4","Human","TStroma","TPancreatic_tissue",24,0.0805369127516778,0,0.820948345723828
"35","EFNB1","ERBB2","Human","TStroma","TPancreatic_tissue",27,0.0906040268456376,0.001,0.999498959776131
"372","EFNB1","EPHB2","Human","TStroma","TPancreatic_tissue",12,0.0402684563758389,0,0.840741575461747
"39","SEMA4G","PLXNB2","Human","TStroma","TPancreatic_tissue",26,0.087248322147651,0.004,0.945447121294457
"40","VCL","ITGB5","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0,0.857335721666648
"45","EFNA2","EPHA2","Human","TStroma","TPancreatic_tissue",9,0.0302013422818792,0.002,0.99781998666411
"511","MIF","CXCR4","Human","TStroma","TPancreatic_tissue",9,0.0302013422818792,0,0.988899770919097
"521","MIF","CD44","Human","TStroma","TPancreatic_tissue",19,0.063758389261745,0,0.930724413574934
"56","OSM","IL6ST","Human","TStroma","TPancreatic_tissue",11,0.0369127516778524,0,0.999999988996626
"57","OSM","OSMR","Human","TStroma","TPancreatic_tissue",6,0.0201342281879195,0,0.999983887867779
"59","LGALS1","ITGB1","Human","TStroma","TPancreatic_tissue",25,0.0838926174496644,0.032,0.956062438867246
"63","MMP2","PECAM1","Human","TStroma","TPancreatic_tissue",49,0.164429530201342,0,0.986401444980372
"64","MMP2","SDC2","Human","TStroma","TPancreatic_tissue",22,0.0738255033557047,0,0.925606484827446
"651","MMP2","FGFR1","Human","TStroma","TPancreatic_tissue",52,0.174496644295302,0,0.999809212451479
"701","PLAT","ITGB2","Human","TStroma","TPancreatic_tissue",19,0.063758389261745,0,0.98530642748959
"812","TGFB1","SMAD3","Human","TStroma","TPancreatic_tissue",16,0.0536912751677852,0.02,0.961451453498229
"851","TGFB1","ITGAV","Human","TStroma","TPancreatic_tissue",30,0.100671140939597,0,0.999824702638968
"86","TGFB1","ITGB1","Human","TStroma","TPancreatic_tissue",16,0.0536912751677852,0.008,0.967841886502801
"871","TGFB1","SDC2","Human","TStroma","TPancreatic_tissue",15,0.0503355704697987,0,0.925606484827446
"88","TGFB1","ITGB8","Human","TStroma","TPancreatic_tissue",11,0.0369127516778524,0,0.741430028319832
"891","TGFB1","CXCR4","Human","TStroma","TPancreatic_tissue",14,0.0469798657718121,0.001,0.988405197359321
"902","TGFB1","ITGB5","Human","TStroma","TPancreatic_tissue",30,0.100671140939597,0,0.857335721666648
"91","COMP","ITGB1","Human","TStroma","TPancreatic_tissue",22,0.0738255033557047,0,0.971736638200636
"93","HGF","CD44","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0,0.930724413574934
"94","HGF","SDC1","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0.003,0.976443506697531
"95","HGF","ITGB1","Human","TStroma","TPancreatic_tissue",8,0.0268456375838926,0,0.971736638200636
"97","HGF","SDC2","Human","TStroma","TPancreatic_tissue",5,0.0167785234899329,0,0.925606484827446
"1001","LAMB1","ITGAV","Human","TStroma","TPancreatic_tissue",20,0.0671140939597315,0,0.999824702638968
"1014","LAMB1","ITGB1","Human","TStroma","TPancreatic_tissue",12,0.0402684563758389,0.019,0.962460868937052
"1025","LAMB1","ITGA6","Human","TStroma","TPancreatic_tissue",10,0.0335570469798658,0.014,0.849093303550918
"103","LAMB1","ITGA1","Human","TStroma","TPancreatic_tissue",9,0.0302013422818792,0.052,0.718263552263813
"105","PDAP1","PDGFRB","Human","TStroma","TPancreatic_tissue",26,0.087248322147651,0,0.999959618592424
"1171","COL1A1","CD44","Human","TStroma","TPancreatic_tissue",61,0.204697986577181,0,0.930724413574934
"1181","COL1A1","ITGAV","Human","TStroma","TPancreatic_tissue",52,0.174496644295302,0,0.999824702638968
"1192","COL1A1","ITGB1","Human","TStroma","TPancreatic_tissue",29,0.0973154362416107,0.049,0.947630076250443
"128","VTN","ITGA5","Human","TStroma","TPancreatic_tissue",10,0.0335570469798658,0.001,0.885399215499741
"1301","VTN","ITGAV","Human","TStroma","TPancreatic_tissue",14,0.0469798657718121,0,0.999824702638968
"1311","VTN","ITGB1","Human","TStroma","TPancreatic_tissue",8,0.0268456375838926,0,0.971736638200636
"133","VTN","ITGB6","Human","TStroma","TPancreatic_tissue",5,0.0167785234899329,0.025,0.812624586549667
"134","VTN","ITGB5","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0,0.857335721666648
"145","LAMA4","ITGA6","Human","TStroma","TPancreatic_tissue",10,0.0335570469798658,0,0.855100102164131
"146","LAMA4","ITGAV","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0,0.999824702638968
"147","LAMA4","ITGB1","Human","TStroma","TPancreatic_tissue",11,0.0369127516778524,0,0.971736638200636
"148","HBEGF","CD44","Human","TStroma","TPancreatic_tissue",16,0.0536912751677852,0,0.930724413574934
"150","HBEGF","ERBB2","Human","TStroma","TPancreatic_tissue",15,0.0503355704697987,0.067,0.965918366869196
"1551","TFPI","SDC4","Human","TStroma","TPancreatic_tissue",39,0.130872483221477,0,0.888664549376595
"1631","FGF23","FGFR4","Human","TStroma","TPancreatic_tissue",19,0.063758389261745,0,0.999911216851535
"1641","FGF23","FGFR1","Human","TStroma","TPancreatic_tissue",27,0.0906040268456376,0,0.999809212451479
"1651","FGF23","FGFR3","Human","TStroma","TPancreatic_tissue",25,0.0838926174496644,0,0.999918070661989
